merchant_id,year,quarter,time_index,credit_score,default,credit_limit,flow_score,traffic_score,supply_score,q1,q2,q3,q4,gdp_growth,cpi,lpr,m2_growth,region,t1,t2,t3,t4,industry,i1,i2,i3,i4,i5
2,2018,1,4,64.59,0,115252.06,-0.1597,0.3522,0.9543,1,0,0,0,5.33,2.25,3.6489,9.34,1,1,0,0,0,1,1,0,0,0,0
2,2018,2,5,73.21,0,120894.69,0.7024,0.6373,1.0981,0,1,0,0,5.46,2.46,3.65,10.96,2,0,1,0,0,1,1,0,0,0,0
2,2018,3,6,58.68,1,118583.51,-0.7136,0.4085,0.3561,0,0,1,0,4.88,2.11,3.6651,10.73,2,0,1,0,0,1,1,0,0,0,0
2,2018,4,7,74.81,0,116458.79,1.204,0.9764,0.476,0,0,0,1,5.3,1.99,3.6378,10.67,2,0,1,0,0,2,0,1,0,0,0
2,2019,1,8,74.99,0,123113.31,1.1496,0.9973,0.4728,1,0,0,0,5.16,2.43,3.7703,10.35,1,1,0,0,0,1,1,0,0,0,0
2,2019,2,9,73.21,0,120285.48,0.8857,1.2132,0.2644,0,1,0,0,3.88,2.38,3.6389,10.53,3,0,0,1,0,3,0,0,1,0,0
2,2019,3,10,84.34,0,126569.85,1.4711,1.2351,1.5555,0,0,1,0,5.37,1.96,3.6813,10.32,3,0,0,1,0,2,0,1,0,0,0
2,2019,4,11,80.6,0,136173.69,1.5102,0.765,1.0476,0,0,0,1,4.7,2.72,3.6505,11.24,1,1,0,0,0,1,1,0,0,0,0
2,2020,1,12,68.68,0,115936.18,0.6214,0.2239,0.2747,1,0,0,0,4.74,2.55,3.6706,10.37,3,0,0,1,0,5,0,0,0,0,1
2,2020,2,13,66.02,0,105255.28,0.5967,0.2279,0.6783,0,1,0,0,5.37,1.78,3.6576,10.09,4,0,0,0,1,2,0,1,0,0,0
2,2020,3,14,79.25,0,128060.31,1.6352,0.6586,0.6645,0,0,1,0,4.58,2.43,3.6982,11.43,1,1,0,0,0,1,1,0,0,0,0
2,2020,4,15,88.69,0,130595.1,1.6784,1.8129,1.1846,0,0,0,1,4.33,1.67,3.7125,11.95,2,0,1,0,0,4,0,0,0,1,0
2,2021,1,16,75.55,0,119382.97,0.9215,1.0033,0.7825,1,0,0,0,4.62,2.01,3.5392,9.41,3,0,0,1,0,5,0,0,0,0,1
2,2021,2,17,83.0,0,134591.48,1.379,1.2956,0.9983,0,1,0,0,3.7,1.9,3.6282,9.28,2,0,1,0,0,5,0,0,0,0,1
2,2021,3,18,75.99,0,122311.42,1.2184,0.2467,0.6794,0,0,1,0,4.53,2.0,3.7106,11.73,3,0,0,1,0,2,0,1,0,0,0
2,2021,4,19,77.19,0,120234.54,0.995,0.8732,1.4966,0,0,0,1,4.8,2.63,3.591,9.32,1,1,0,0,0,3,0,0,1,0,0
2,2022,1,20,63.61,0,112612.63,0.0659,0.3493,0.425,1,0,0,0,4.55,2.57,3.5354,11.24,1,1,0,0,0,1,1,0,0,0,0
2,2022,2,21,57.42,0,106321.27,-0.3162,0.5992,-0.4373,0,1,0,0,5.64,2.31,3.6334,10.38,3,0,0,1,0,3,0,0,1,0,0
2,2022,3,22,74.76,0,122540.74,1.2529,0.6812,0.7817,0,0,1,0,5.03,1.93,3.6472,11.69,2,0,1,0,0,1,1,0,0,0,0
2,2022,4,23,66.0,0,114514.55,0.3885,0.424,0.3379,0,0,0,1,5.42,1.57,3.6436,11.39,4,0,0,0,1,1,1,0,0,0,0
2,2023,1,24,75.57,0,131501.17,0.8697,1.2284,0.5388,1,0,0,0,4.79,2.41,3.6722,10.51,4,0,0,0,1,4,0,0,0,1,0
2,2023,2,25,79.69,0,130274.21,1.1153,1.3171,0.9007,0,1,0,0,4.04,2.05,3.608,9.99,1,1,0,0,0,4,0,0,0,1,0
2,2023,3,26,70.74,0,114777.89,0.5492,0.4314,1.3114,0,0,1,0,5.68,1.79,3.628,9.98,3,0,0,1,0,3,0,0,1,0,0
2,2023,4,27,60.3,0,99894.49,0.226,-0.0991,0.0076,0,0,0,1,5.12,2.18,3.6083,9.65,3,0,0,1,0,1,1,0,0,0,0
2,2024,1,28,71.81,0,121550.24,0.9672,0.2233,0.5129,1,0,0,0,3.75,2.42,3.6602,10.03,2,0,1,0,0,1,1,0,0,0,0
2,2024,2,29,74.08,0,121512.35,1.011,0.8059,0.5519,0,1,0,0,5.69,1.97,3.6593,11.83,3,0,0,1,0,1,1,0,0,0,0
2,2024,3,30,84.2,0,141190.48,1.6623,1.5234,0.6115,0,0,1,0,5.2,2.09,3.6274,10.7,1,1,0,0,0,3,0,0,1,0,0
2,2024,4,31,74.84,0,124289.32,0.4844,1.2965,0.9146,0,0,0,1,5.12,2.02,3.638,9.66,3,0,0,1,0,2,0,1,0,0,0
3,2017,1,0,60.59,0,119666.03,-0.2179,0.6974,0.2541,1,0,0,0,5.76,2.22,3.6313,11.94,3,0,0,1,0,4,0,0,0,1,0
3,2017,2,1,69.01,0,117839.62,0.4175,0.3557,0.3969,0,1,0,0,4.68,2.41,3.5862,10.1,3,0,0,1,0,2,0,1,0,0,0
3,2017,3,2,75.05,0,122973.84,0.9845,0.7669,0.9002,0,0,1,0,5.09,1.65,3.6643,10.5,1,1,0,0,0,3,0,0,1,0,0
3,2017,4,3,76.99,0,126468.79,1.1442,0.7177,0.7607,0,0,0,1,5.17,2.17,3.6736,10.77,3,0,0,1,0,2,0,1,0,0,0
3,2018,1,4,76.85,0,124923.9,1.0134,1.2232,0.5641,1,0,0,0,4.53,2.56,3.638,8.89,4,0,0,0,1,1,1,0,0,0,0
3,2018,2,5,67.61,0,127936.94,0.5246,0.698,0.4353,0,1,0,0,5.04,2.09,3.653,9.18,3,0,0,1,0,4,0,0,0,1,0
3,2018,3,6,83.31,0,135262.38,1.1752,1.7205,1.1789,0,0,1,0,4.38,2.25,3.6407,9.94,3,0,0,1,0,1,1,0,0,0,0
3,2018,4,7,87.81,0,136370.73,1.4221,1.6069,1.513,0,0,0,1,5.53,2.05,3.6059,10.56,3,0,0,1,0,2,0,1,0,0,0
3,2019,1,8,74.82,0,119659.61,1.4051,0.6148,0.8304,1,0,0,0,4.57,2.04,3.7169,10.47,2,0,1,0,0,3,0,0,1,0,0
3,2019,2,9,69.96,0,120529.88,0.6351,0.5472,0.4791,0,1,0,0,5.31,1.91,3.7116,11.11,2,0,1,0,0,2,0,1,0,0,0
3,2019,3,10,72.4,0,117159.64,0.6992,0.7216,0.9809,0,0,1,0,4.67,2.0,3.7408,10.06,2,0,1,0,0,3,0,0,1,0,0
3,2019,4,11,74.02,0,133023.14,0.9463,0.2621,0.9437,0,0,0,1,5.27,1.54,3.6293,10.93,3,0,0,1,0,1,1,0,0,0,0
3,2020,1,12,79.66,0,134326.87,1.344,1.1245,0.8601,1,0,0,0,5.07,2.15,3.5769,11.01,4,0,0,0,1,4,0,0,0,1,0
3,2020,2,13,94.15,0,146496.48,2.1314,1.6035,1.8106,0,1,0,0,5.37,1.53,3.5842,10.78,1,1,0,0,0,1,1,0,0,0,0
3,2020,3,14,74.92,0,125538.66,0.7539,1.1349,0.6601,0,0,1,0,3.68,2.36,3.7028,10.77,3,0,0,1,0,1,1,0,0,0,0
3,2020,4,15,64.89,0,113435.57,0.3026,0.4748,0.3686,0,0,0,1,5.13,2.26,3.6489,11.85,2,0,1,0,0,1,1,0,0,0,0
3,2021,1,16,76.89,0,120927.12,0.648,0.7631,1.7071,1,0,0,0,4.25,2.41,3.6854,10.7,2,0,1,0,0,2,0,1,0,0,0
3,2021,2,17,69.53,0,125499.05,0.4366,0.4999,0.4279,0,1,0,0,5.36,2.01,3.6166,11.83,2,0,1,0,0,2,0,1,0,0,0
3,2021,3,18,57.91,0,110248.67,-0.3005,0.418,-0.1898,0,0,1,0,3.55,1.95,3.6407,10.57,3,0,0,1,0,4,0,0,0,1,0
3,2021,4,19,76.44,0,123972.02,0.7751,1.53,1.2061,0,0,0,1,5.09,1.77,3.561,9.95,1,1,0,0,0,3,0,0,1,0,0
3,2022,1,20,71.54,0,125235.63,0.7299,0.7224,1.08,1,0,0,0,5.12,2.14,3.6659,9.31,2,0,1,0,0,3,0,0,1,0,0
3,2022,2,21,81.0,0,131890.01,1.2768,1.0379,1.1068,0,1,0,0,4.06,2.26,3.6677,9.38,3,0,0,1,0,4,0,0,0,1,0
3,2022,3,22,69.73,0,115636.37,0.8977,0.6882,0.1328,0,0,1,0,3.86,2.33,3.6236,11.09,1,1,0,0,0,1,1,0,0,0,0
3,2022,4,23,71.97,0,117105.44,0.7494,0.5229,1.1102,0,0,0,1,4.97,1.78,3.7817,10.96,3,0,0,1,0,5,0,0,0,0,1
3,2023,1,24,64.43,0,108904.58,0.2907,0.1412,0.5347,1,0,0,0,4.57,1.96,3.6459,8.8,2,0,1,0,0,2,0,1,0,0,0
3,2023,2,25,87.26,0,133820.73,1.7751,1.3889,0.754,0,1,0,0,4.88,1.88,3.7042,10.55,1,1,0,0,0,2,0,1,0,0,0
3,2023,3,26,62.88,0,111607.54,0.4585,0.2955,-0.5798,0,0,1,0,4.18,2.19,3.7362,10.16,4,0,0,0,1,1,1,0,0,0,0
3,2023,4,27,77.43,0,131933.02,1.3803,0.985,0.5849,0,0,0,1,4.85,1.96,3.6914,9.56,2,0,1,0,0,2,0,1,0,0,0
3,2024,1,28,67.85,0,123622.22,0.7086,-0.1325,0.3004,1,0,0,0,4.31,2.02,3.6385,10.23,2,0,1,0,0,1,1,0,0,0,0
3,2024,2,29,69.99,1,118823.93,0.8729,0.6345,0.2569,0,1,0,0,4.25,2.09,3.7037,11.01,2,0,1,0,0,4,0,0,0,1,0
3,2024,3,30,74.96,0,117333.9,0.4896,1.3236,0.959,0,0,1,0,4.51,2.43,3.6559,10.93,3,0,0,1,0,3,0,0,1,0,0
3,2024,4,31,69.99,0,122196.95,0.6351,0.8657,0.7073,0,0,0,1,4.36,1.84,3.6645,10.2,3,0,0,1,0,2,0,1,0,0,0
4,2017,1,0,69.89,0,115670.62,0.5533,0.2591,1.1324,1,0,0,0,5.78,2.35,3.5378,11.06,3,0,0,1,0,5,0,0,0,0,1
4,2017,2,1,64.5,0,116207.73,-0.2861,1.3159,0.2782,0,1,0,0,5.16,2.34,3.5886,9.92,3,0,0,1,0,1,1,0,0,0,0
4,2017,3,2,74.3,0,133998.65,1.0846,0.4898,0.4155,0,0,1,0,4.5,2.1,3.6754,9.43,3,0,0,1,0,4,0,0,0,1,0
4,2017,4,3,82.19,0,130351.29,1.3197,1.5002,1.0471,0,0,0,1,5.26,2.04,3.6216,9.16,3,0,0,1,0,1,1,0,0,0,0
4,2018,1,4,71.23,0,118558.15,0.9898,0.4305,0.7441,1,0,0,0,5.34,2.32,3.6185,9.06,4,0,0,0,1,2,0,1,0,0,0
4,2018,2,5,79.53,0,133701.97,1.4677,1.0493,0.8702,0,1,0,0,5.02,2.68,3.5775,10.0,1,1,0,0,0,2,0,1,0,0,0
4,2018,3,6,64.93,0,113704.26,0.1337,0.8016,0.1931,0,0,1,0,4.46,2.19,3.5775,12.23,1,1,0,0,0,5,0,0,0,0,1
4,2018,4,7,73.8,0,135226.4,0.887,0.8036,0.6841,0,0,0,1,5.48,2.03,3.6809,11.11,3,0,0,1,0,3,0,0,1,0,0
4,2019,1,8,63.44,0,117402.37,0.5297,-0.357,0.1496,1,0,0,0,4.99,1.52,3.6995,10.88,2,0,1,0,0,3,0,0,1,0,0
4,2019,2,9,74.16,0,120883.68,0.9403,0.6705,0.8524,0,1,0,0,3.63,2.58,3.6497,8.53,1,1,0,0,0,2,0,1,0,0,0
4,2019,3,10,70.62,0,119601.26,0.2966,0.6715,0.7899,0,0,1,0,5.6,2.19,3.6446,10.78,2,0,1,0,0,5,0,0,0,0,1
4,2019,4,11,71.07,0,129062.0,0.5573,0.3271,0.9667,0,0,0,1,4.63,2.41,3.599,11.5,3,0,0,1,0,4,0,0,0,1,0
4,2020,1,12,84.85,0,136782.0,1.9493,1.022,1.0065,1,0,0,0,6.21,2.1,3.6162,10.38,2,0,1,0,0,5,0,0,0,0,1
4,2020,2,13,59.98,0,113445.92,0.1157,0.1079,-0.0194,0,1,0,0,4.58,2.13,3.6227,9.42,2,0,1,0,0,4,0,0,0,1,0
4,2020,3,14,76.98,0,122943.67,1.0775,1.2203,1.0368,0,0,1,0,5.2,1.38,3.7092,10.6,1,1,0,0,0,4,0,0,0,1,0
4,2020,4,15,65.69,0,118056.57,0.2444,0.5536,0.5664,0,0,0,1,5.27,2.05,3.6544,11.23,1,1,0,0,0,3,0,0,1,0,0
4,2021,1,16,73.02,0,121421.36,1.1212,0.673,0.5487,1,0,0,0,5.08,1.63,3.5971,13.2,3,0,0,1,0,1,1,0,0,0,0
4,2021,2,17,85.11,0,140612.83,1.47,1.7298,1.1679,0,1,0,0,4.65,2.37,3.6456,10.68,3,0,0,1,0,2,0,1,0,0,0
4,2021,3,18,80.37,0,133837.09,1.4306,1.2074,0.3717,0,0,1,0,4.8,2.65,3.6791,10.76,3,0,0,1,0,3,0,0,1,0,0
4,2021,4,19,78.38,0,130879.14,1.5479,0.4895,1.2146,0,0,0,1,4.14,2.09,3.6675,11.11,4,0,0,0,1,2,0,1,0,0,0
4,2022,1,20,66.13,0,113303.6,0.26,0.1276,0.6814,1,0,0,0,4.5,2.33,3.5816,11.43,2,0,1,0,0,2,0,1,0,0,0
4,2022,2,21,77.22,0,122677.95,0.8535,1.0857,1.3111,0,1,0,0,4.57,2.36,3.6763,10.04,3,0,0,1,0,4,0,0,0,1,0
4,2022,3,22,82.71,0,137791.16,1.7242,0.6766,0.3976,0,0,1,0,4.74,2.3,3.61,10.59,4,0,0,0,1,1,1,0,0,0,0
4,2022,4,23,81.57,0,132400.72,1.5351,1.0171,0.8554,0,0,0,1,5.02,2.17,3.5894,8.94,3,0,0,1,0,2,0,1,0,0,0
4,2023,1,24,78.25,0,126248.16,0.576,1.2188,1.2736,1,0,0,0,4.39,1.58,3.6285,9.9,4,0,0,0,1,4,0,0,0,1,0
4,2023,2,25,73.44,0,125451.52,0.6605,0.8233,0.509,0,1,0,0,3.16,2.01,3.699,10.76,1,1,0,0,0,1,1,0,0,0,0
4,2023,3,26,69.99,0,124610.75,0.48,0.5542,0.9688,0,0,1,0,4.26,2.56,3.6088,9.5,1,1,0,0,0,1,1,0,0,0,0
4,2023,4,27,74.45,0,128658.38,0.8785,0.5007,0.5119,0,0,0,1,5.0,2.06,3.6845,9.13,3,0,0,1,0,1,1,0,0,0,0
4,2024,1,28,64.43,0,119007.05,0.3259,0.6226,-0.0961,1,0,0,0,5.08,2.03,3.5025,11.24,3,0,0,1,0,2,0,1,0,0,0
4,2024,2,29,70.53,0,120863.49,1.1042,0.8141,0.4715,0,1,0,0,4.85,2.28,3.6698,8.43,2,0,1,0,0,5,0,0,0,0,1
4,2024,3,30,84.77,0,141250.58,1.8671,1.369,1.2413,0,0,1,0,5.87,1.52,3.6113,11.35,1,1,0,0,0,1,1,0,0,0,0
4,2024,4,31,79.14,0,122920.1,1.4415,1.0195,1.0675,0,0,0,1,4.85,2.28,3.7263,10.28,3,0,0,1,0,4,0,0,0,1,0
5,2017,1,0,66.77,0,125415.05,0.3873,0.2151,0.6436,1,0,0,0,5.45,1.8,3.7081,11.74,2,0,1,0,0,1,1,0,0,0,0
5,2017,2,1,77.38,0,122611.61,1.176,0.7727,1.0468,0,1,0,0,4.97,2.39,3.742,9.74,3,0,0,1,0,2,0,1,0,0,0
5,2017,3,2,78.0,0,132573.34,0.8463,1.069,1.0358,0,0,1,0,4.42,2.69,3.6624,10.74,2,0,1,0,0,3,0,0,1,0,0
5,2017,4,3,58.51,0,116611.14,-0.1133,-0.0069,0.099,0,0,0,1,5.34,1.64,3.702,11.67,2,0,1,0,0,1,1,0,0,0,0
5,2018,1,4,67.62,0,116154.84,0.4502,0.4486,0.3493,1,0,0,0,4.56,1.51,3.6471,10.95,2,0,1,0,0,1,1,0,0,0,0
5,2018,2,5,75.27,0,119986.8,0.9908,0.4411,0.8928,0,1,0,0,4.34,2.02,3.6965,11.24,4,0,0,0,1,2,0,1,0,0,0
5,2018,3,6,83.98,0,129165.33,1.7009,1.1936,1.2006,0,0,1,0,5.6,2.1,3.6425,10.34,3,0,0,1,0,1,1,0,0,0,0
5,2018,4,7,64.52,0,117128.29,0.2233,0.2881,0.722,0,0,0,1,5.19,2.35,3.6735,11.37,3,0,0,1,0,1,1,0,0,0,0
5,2019,1,8,66.71,0,111795.94,0.4359,0.2382,0.378,1,0,0,0,4.52,1.69,3.5622,10.67,3,0,0,1,0,1,1,0,0,0,0
5,2019,2,9,81.56,0,132855.17,1.1895,1.2966,1.4173,0,1,0,0,5.3,2.07,3.5959,11.16,1,1,0,0,0,5,0,0,0,0,1
5,2019,3,10,67.11,0,129897.98,0.6037,0.2479,-0.1483,0,0,1,0,5.04,2.03,3.6942,10.8,3,0,0,1,0,4,0,0,0,1,0
5,2019,4,11,79.85,0,129204.73,1.016,1.8289,0.6469,0,0,0,1,5.54,2.31,3.5376,9.45,1,1,0,0,0,2,0,1,0,0,0
5,2020,1,12,71.41,0,120037.96,0.3607,0.5055,1.1987,1,0,0,0,5.1,1.99,3.6202,11.79,3,0,0,1,0,1,1,0,0,0,0
5,2020,2,13,68.72,0,117252.87,0.5989,0.6317,0.6298,0,1,0,0,4.59,2.08,3.5816,10.31,3,0,0,1,0,1,1,0,0,0,0
5,2020,3,14,75.45,0,127606.37,0.9621,0.8266,0.5422,0,0,1,0,4.94,1.41,3.743,10.36,1,1,0,0,0,2,0,1,0,0,0
5,2020,4,15,78.83,0,134882.82,0.9058,1.1897,0.6768,0,0,0,1,6.38,1.56,3.6829,11.95,1,1,0,0,0,1,1,0,0,0,0
5,2021,1,16,82.5,0,128675.96,1.6276,0.8828,1.1877,1,0,0,0,5.69,1.87,3.5807,11.29,3,0,0,1,0,2,0,1,0,0,0
5,2021,2,17,75.02,0,122477.75,1.1136,0.8729,0.5495,0,1,0,0,5.1,2.05,3.5641,9.52,1,1,0,0,0,1,1,0,0,0,0
5,2021,3,18,74.78,0,124416.43,0.7548,0.972,0.4257,0,0,1,0,5.81,1.98,3.6338,10.57,1,1,0,0,0,2,0,1,0,0,0
5,2021,4,19,74.62,0,127582.13,0.8952,1.0526,0.7072,0,0,0,1,5.47,1.68,3.6897,10.18,3,0,0,1,0,1,1,0,0,0,0
5,2022,1,20,79.65,0,134617.05,1.3101,1.3531,0.2859,1,0,0,0,4.96,2.79,3.7427,9.64,1,1,0,0,0,5,0,0,0,0,1
5,2022,2,21,71.45,0,124295.7,1.1981,0.262,0.543,0,1,0,0,6.2,2.07,3.74,9.6,3,0,0,1,0,4,0,0,0,1,0
5,2022,3,22,69.34,0,111803.49,0.374,0.2355,0.4549,0,0,1,0,4.34,2.02,3.6387,11.32,1,1,0,0,0,4,0,0,0,1,0
5,2022,4,23,79.43,0,137610.97,1.4906,0.7648,1.0906,0,0,0,1,3.73,2.29,3.7047,10.79,3,0,0,1,0,1,1,0,0,0,0
5,2023,1,24,77.03,0,127283.18,1.0255,0.8979,0.7677,1,0,0,0,5.55,2.27,3.5289,11.08,2,0,1,0,0,4,0,0,0,1,0
5,2023,2,25,80.87,0,132531.17,1.6888,0.8363,0.8359,0,1,0,0,4.74,1.82,3.749,10.71,1,1,0,0,0,3,0,0,1,0,0
5,2023,3,26,70.7,0,121244.88,0.6469,0.3023,1.2678,0,0,1,0,4.0,2.27,3.6632,10.39,1,1,0,0,0,3,0,0,1,0,0
5,2023,4,27,76.83,0,127242.54,1.1897,0.9825,0.3017,0,0,0,1,5.63,1.62,3.6169,9.06,3,0,0,1,0,3,0,0,1,0,0
5,2024,1,28,65.0,0,118335.75,0.3924,0.4267,0.1101,1,0,0,0,3.53,2.38,3.76,10.57,4,0,0,0,1,2,0,1,0,0,0
5,2024,2,29,77.14,0,125552.01,1.2178,1.1642,0.4926,0,1,0,0,4.8,1.74,3.652,9.67,3,0,0,1,0,1,1,0,0,0,0
5,2024,3,30,72.76,0,121888.26,1.3958,0.1417,0.7969,0,0,1,0,4.82,2.01,3.6614,11.56,1,1,0,0,0,2,0,1,0,0,0
5,2024,4,31,70.02,0,122211.71,0.7656,0.7663,0.5014,0,0,0,1,4.22,2.76,3.6958,10.13,2,0,1,0,0,1,1,0,0,0,0
6,2017,1,0,78.77,0,129889.22,1.0777,1.1863,0.9716,1,0,0,0,4.67,2.14,3.6844,10.66,3,0,0,1,0,2,0,1,0,0,0
6,2017,2,1,75.84,0,122973.23,0.6726,1.5232,0.7854,0,1,0,0,4.85,2.0,3.6055,10.31,1,1,0,0,0,1,1,0,0,0,0
6,2017,3,2,75.72,0,130013.36,0.7086,1.0595,1.1779,0,0,1,0,5.99,2.19,3.5543,10.59,1,1,0,0,0,1,1,0,0,0,0
6,2017,4,3,61.13,0,108653.91,0.024,0.2543,0.1075,0,0,0,1,4.79,1.54,3.7374,11.75,4,0,0,0,1,3,0,0,1,0,0
6,2018,1,4,82.28,0,126813.66,1.7818,0.5128,1.1607,1,0,0,0,4.71,2.07,3.6746,11.28,1,1,0,0,0,1,1,0,0,0,0
6,2018,2,5,72.59,0,123680.54,0.8382,0.492,0.7008,0,1,0,0,5.79,1.92,3.6501,10.92,3,0,0,1,0,2,0,1,0,0,0
6,2018,3,6,67.59,0,120517.64,0.2316,0.0006,1.0499,0,0,1,0,4.5,2.19,3.6233,11.15,3,0,0,1,0,2,0,1,0,0,0
6,2018,4,7,74.79,0,138237.7,1.3339,0.3439,0.8531,0,0,0,1,5.1,1.69,3.5966,10.04,3,0,0,1,0,1,1,0,0,0,0
